CompanyID,Name,ticker,MeetingID,MeetingDate,ItemDesc,BallotItemNumber,permno,cik,url
441,American Airlines Group Inc.,AAL,509171,05/20/09,Amend Articles/Bylaws/Charter -- Call Special Meetings,5,21020,6201.0,/Archives/edgar/data/6201/000095013409007785/d66372ddef14a.htm
441,American Airlines Group Inc.,AAL,576190,05/19/10,Provide for Cumulative Voting,3,21020,6201.0,/Archives/edgar/data/6201/000095012310037635/d71807def14a.htm
441,American Airlines Group Inc.,AAL,643997,05/18/11,Provide for Cumulative Voting,5,21020,6201.0,/Archives/edgar/data/6201/000095012311037874/d78760ddef14a.htm
606,"CA, Inc.",CA,264954,08/25/04,Review Executive Compensation,3,25778,356028.0,/Archives/edgar/data/356028/000095012304008931/y99323def14a.htm
606,"CA, Inc.",CA,359337,09/18/06,Amend Terms of Existing Poison Pill,3,25778,356028.0,/Archives/edgar/data/356028/000095012306010261/y21182def14a.htm
606,"CA, Inc.",CA,409235,08/22/07,Review Executive Compensation,16,25778,356028.0,/Archives/edgar/data/356028/000095012307009885/y32196ddef14a.htm
606,"CA, Inc.",CA,528231,09/14/09,Amend Executive Bonus Program,11,25778,356028.0,/Archives/edgar/data/356028/000095012309025319/y78196def14a.htm
606,"CA, Inc.",CA,588860,07/27/10,Adopt Policy on Bonus Banking,12,25778,356028.0,/Archives/edgar/data/356028/000095012310056654/y84757adef14a.htm
749,Abbott Laboratories,ABT,202289,04/25/03,Limit Awards to Executives,3,20482,1800.0,/Archives/edgar/data/1800/000104746903008338/a2102805zdef14a.htm
749,Abbott Laboratories,ABT,241293,04/23/04,Prohibit Awards to Executives,5,20482,1800.0,/Archives/edgar/data/1800/000104746904007167/a2128983zdef14a.htm
749,Abbott Laboratories,ABT,286960,04/22/05,Separate Chairman and CEO Positions,8,20482,1800.0,/Archives/edgar/data/1800/000104746905007027/a2152528zdef14a.htm
749,Abbott Laboratories,ABT,286960,04/22/05,Link Executive Compensation to Government Fines,3,20482,1800.0,/Archives/edgar/data/1800/000104746905007027/a2152528zdef14a.htm
749,Abbott Laboratories,ABT,286960,04/22/05,Performance- Based/Indexed Options,4,20482,1800.0,/Archives/edgar/data/1800/000104746905007027/a2152528zdef14a.htm
749,Abbott Laboratories,ABT,335354,04/28/06,Separate Chairman and CEO Positions,5,20482,1800.0,/Archives/edgar/data/1800/000104746906003960/a2167434zdef14a.htm
749,Abbott Laboratories,ABT,335354,04/28/06,Performance-Based Equity Awards,3,20482,1800.0,/Archives/edgar/data/1800/000104746906003960/a2167434zdef14a.htm
749,Abbott Laboratories,ABT,382936,04/27/07,Separate Chairman and CEO Positions,4,20482,1800.0,/Archives/edgar/data/1800/000104746907001933/a2175728zdef14a.htm
749,Abbott Laboratories,ABT,382936,04/27/07,Advisory Vote to Ratify Named Executive Officers' Compensation,3,20482,1800.0,/Archives/edgar/data/1800/000104746907001933/a2175728zdef14a.htm
749,Abbott Laboratories,ABT,439324,04/25/08,Advisory Vote to Ratify Named Executive Officers' Compensation,4,20482,1800.0,/Archives/edgar/data/1800/000104746908003092/a2182583zdef14a.htm
749,Abbott Laboratories,ABT,497440,04/24/09,Advisory Vote to Ratify Named Executive Officers' Compensation,7,20482,1800.0,/Archives/edgar/data/1800/000104746909002772/a2190930zdef14a.htm
749,Abbott Laboratories,ABT,562331,04/23/10,Amend Articles/Bylaws/Charter -- Call Special Meetings,4,20482,1800.0,/Archives/edgar/data/1800/000104746910002214/a2196602zdef14a.htm
749,Abbott Laboratories,ABT,562331,04/23/10,Advisory Vote to Ratify Named Executive Officers' Compensation,3,20482,1800.0,/Archives/edgar/data/1800/000104746910002214/a2196602zdef14a.htm
749,Abbott Laboratories,ABT,699872,04/27/12,Require Independent Board Chairman,6,20482,1800.0,/Archives/edgar/data/1800/000104746912002768/a2207512zdef14a.htm
749,Abbott Laboratories,ABT,699872,04/27/12,Stock Retention/Holding Period,8,20482,1800.0,/Archives/edgar/data/1800/000104746912002768/a2207512zdef14a.htm
749,Abbott Laboratories,ABT,699872,04/27/12,Cease Compliance Adjustments to Performance Criteria,9,20482,1800.0,/Archives/edgar/data/1800/000104746912002768/a2207512zdef14a.htm
749,Abbott Laboratories,ABT,699872,04/27/12,Adopt Anti Gross-up Policy,7,20482,1800.0,/Archives/edgar/data/1800/000104746912002768/a2207512zdef14a.htm
749,Abbott Laboratories,ABT,699872,04/27/12,Pro-rata Vesting of Equity Plans,10,20482,1800.0,/Archives/edgar/data/1800/000104746912002768/a2207512zdef14a.htm
749,Abbott Laboratories,ABT,780113,04/26/13,Require Independent Board Chairman,6,20482,1800.0,/Archives/edgar/data/1800/000104746913002848/a2213033zdef14a.htm
749,Abbott Laboratories,ABT,780113,04/26/13,Stock Retention/Holding Period,7,20482,1800.0,/Archives/edgar/data/1800/000104746913002848/a2213033zdef14a.htm
749,Abbott Laboratories,ABT,780113,04/26/13,Cease Compliance Adjustments to Performance Criteria,8,20482,1800.0,/Archives/edgar/data/1800/000104746913002848/a2213033zdef14a.htm
749,Abbott Laboratories,ABT,780113,04/26/13,Pro-rata Vesting of Equity Awards,9,20482,1800.0,/Archives/edgar/data/1800/000104746913002848/a2213033zdef14a.htm
770,Abercrombie & Fitch Co.,ANF,513336,06/10/09,Death Benefits/Golden Coffins,4,83976,1018840.0,/Archives/edgar/data/1018840/000095015209004989/l35370bdef14a.htm
770,Abercrombie & Fitch Co.,ANF,581016,06/09/10,Require Independent Board Chairman,7,83976,1018840.0,/Archives/edgar/data/1018840/000095012310047290/l38904def14a.htm
770,Abercrombie & Fitch Co.,ANF,581016,06/09/10,Declassify the Board of Directors,8,83976,1018840.0,/Archives/edgar/data/1018840/000095012310047290/l38904def14a.htm
770,Abercrombie & Fitch Co.,ANF,648704,06/16/11,Require Independent Board Chairman,12,83976,1018840.0,/Archives/edgar/data/1018840/000095012311050865/l41926adef14a.htm
770,Abercrombie & Fitch Co.,ANF,805254,06/20/13,Require Shareholder Approval of Specific Performance Metrics in Equity Compensation Plans,5,83976,1018840.0,/Archives/edgar/data/1018840/000119312513224226/d473223ddef14a.htm
770,Abercrombie & Fitch Co.,ANF,805254,06/20/13,Pro-rata Vesting of Equity Plans,4,83976,1018840.0,/Archives/edgar/data/1018840/000119312513224226/d473223ddef14a.htm
1203,"Activision Blizzard, Inc.",ATVI,412100,09/27/07,Increase Board Diversity,4,79678,,
1203,"Activision Blizzard, Inc.",ATVI,412100,09/27/07,Advisory Vote to Ratify Named Executive Officer's Compensation,5,79678,,
1203,"Activision Blizzard, Inc.",ATVI,469907,09/24/08,Adopt Policy and Report on Board Diversity,3,79678,718877.0,/Archives/edgar/data/718877/000104746908008495/a2187055zdef14a.htm
1203,"Activision Blizzard, Inc.",ATVI,469907,09/24/08,Advisory Vote to Ratify Named Executive Officers' Compensation,4,79678,718877.0,/Archives/edgar/data/718877/000104746908008495/a2187055zdef14a.htm
1557,"Insperity, Inc.",NSP,786989,05/14/13,Require a Majority Vote for the Election of Directors,4,84385,1000753.0,/Archives/edgar/data/1000753/000119312513129948/d470282ddef14a.htm
1592,Adobe Systems Incorporated,ADBE,201032,04/09/03,Establish Director Stock Ownership Requirement,4,75510,796343.0,/Archives/edgar/data/796343/000117494703000009/adobe-def14a.htm
1592,Adobe Systems Incorporated,ADBE,241034,04/28/04,Expense Stock Options,3,75510,796343.0,/Archives/edgar/data/796343/000104746904007584/a2129988zdef14a.htm
1592,Adobe Systems Incorporated,ADBE,241034,04/28/04,Adopt a Plocy that will Committ Executives to Hold a Significant Percentage of their Shares,4,75510,796343.0,/Archives/edgar/data/796343/000104746904007584/a2129988zdef14a.htm
1592,Adobe Systems Incorporated,ADBE,285799,04/28/05,Review/Limit Executive Compensation,5,75510,796343.0,/Archives/edgar/data/796343/000104746905006269/a2153159zdef14a.htm
1592,Adobe Systems Incorporated,ADBE,285799,04/28/05,Expense Stock Options,4,75510,796343.0,/Archives/edgar/data/796343/000104746905006269/a2153159zdef14a.htm
1592,Adobe Systems Incorporated,ADBE,379009,04/05/07,Stock Retention/Holding Period,3,75510,796343.0,/Archives/edgar/data/796343/000110465907015804/a07-6563_1def14a.htm
1888,"Advanced Micro Devices, Inc.",AMD,284410,04/28/05,Require a Majority Vote for the Election of Directors,3,61241,2488.0,/Archives/edgar/data/2488/000119312505040981/ddef14a.htm
1992,Aetna Inc.,AET,202767,04/25/03,Provide for Cumulative Voting,6,88845,1122304.0,/Archives/edgar/data/1122304/000095012303002891/y67077def14a.htm
1992,Aetna Inc.,AET,242783,04/30/04,Provide for Cumulative Voting,3,88845,1122304.0,/Archives/edgar/data/1122304/000095012304003561/y93727def14a.htm
1992,Aetna Inc.,AET,242783,04/30/04,Limit Executive Compensation,4,88845,1122304.0,/Archives/edgar/data/1122304/000095012304003561/y93727def14a.htm
1992,Aetna Inc.,AET,333615,04/28/06,Provide for Cumulative Voting,4,88845,1122304.0,/Archives/edgar/data/1122304/000095012306003438/y18193dpdef14a.htm
1992,Aetna Inc.,AET,382618,04/27/07,Restore or Provide for Cumulative Voting,4,88845,1122304.0,/Archives/edgar/data/1122304/000095012307004052/y28148dpdef14a.htm
1992,Aetna Inc.,AET,382618,04/27/07,Require Director Nominee Qualifications,5,88845,1122304.0,/Archives/edgar/data/1122304/000095012307004052/y28148dpdef14a.htm
1992,Aetna Inc.,AET,448755,05/30/08,Provide for Cumulative Voting,3,88845,1122304.0,/Archives/edgar/data/1122304/000095012308004369/y53278dpdef14a.htm
1992,Aetna Inc.,AET,448755,05/30/08,Require Director Nominee Qualifications,4,88845,1122304.0,/Archives/edgar/data/1122304/000095012308004369/y53278dpdef14a.htm
1992,Aetna Inc.,AET,571705,05/21/10,Require Independent Board Chairman,19,88845,1122304.0,/Archives/edgar/data/1122304/000095012310034017/y83368def14a.htm
1992,Aetna Inc.,AET,571705,05/21/10,Provide for Cumulative Voting,18,88845,1122304.0,/Archives/edgar/data/1122304/000095012310034017/y83368def14a.htm
1992,Aetna Inc.,AET,639148,05/20/11,Require Independent Board Chairman,19,88845,1122304.0,/Archives/edgar/data/1122304/000095012311034425/y89007def14a.htm
1992,Aetna Inc.,AET,639148,05/20/11,Provide for Cumulative Voting,18,88845,1122304.0,/Archives/edgar/data/1122304/000095012311034425/y89007def14a.htm
1992,Aetna Inc.,AET,790519,05/17/13,Require Independent Board Chairman,5,88845,1122304.0,/Archives/edgar/data/1122304/000130817913000167/laetna_def14a.htm
1992,Aetna Inc.,AET,790519,05/17/13,Reduce Supermajority Vote Requirement,6,88845,1122304.0,/Archives/edgar/data/1122304/000130817913000167/laetna_def14a.htm
2022,"Affiliated Computer Services, Inc.",ACS,315424,10/27/05,Approve Recapitalization,4,80913,2135.0,/Archives/edgar/data/2135/000095013405018657/d29077ddef14a.htm
2022,"Affiliated Computer Services, Inc.",ACS,396395,06/07/07,Advisory Vote to Ratify Named Executive Officers' Compensation,6,80913,2135.0,/Archives/edgar/data/2135/000095013407009538/d39510def14a.htm
2022,"Affiliated Computer Services, Inc.",ACS,446962,05/22/08,Advisory Vote to Ratify Named Executive Officers' Compensation,4,80913,2135.0,/Archives/edgar/data/2135/000095013408006441/d55659ddef14a.htm
2266,"Air Products and Chemicals, Inc.",APD,762997,01/24/13,Declassify the Board of Directors,5,28222,2969.0,/Archives/edgar/data/2969/000119312513472574/d595237ddef14a.htm
2304,"Airgas, Inc.",ARG,737393,08/14/12,Declassify the Board of Directors,5,70308,804212.0,/Archives/edgar/data/804212/000119312512296981/d377131ddef14a.htm
2304,"Airgas, Inc.",ARG,817971,08/06/13,Declassify the Board of Directors,5,70308,804212.0,/Archives/edgar/data/804212/000119312513284902/d558450ddef14a.htm
2674,"Alaska Air Group, Inc.",ALK,295662,05/17/05,Declassify the Board of Directors,5,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,295662,05/17/05,Provide for Cumulative Voting,4,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,295662,05/17/05,Submit Shareholder Rights Plan (Poison Pill) to Shareholder Vote,2,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,295662,05/17/05,Provide for Confidential Voting,3,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,295662,05/17/05,Adopt Simple Majority Vote Requirement,6,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,295662,05/17/05,Adopt Comprehensive Committment To Adopt Simple Majority Vote,7,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,341274,05/16/06,Declassify the Board of Directors,9,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,341274,05/16/06,Require a Majority Vote for the Election of Directors,6,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,341274,05/16/06,Amend Vote Requirements to Amend Articles/Bylaws/Charter,5,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,341274,05/16/06,Adopt Simple Majority Vote,4,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,341274,05/16/06,Company-Specific-Enforce Shareholder Vote,7,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,341274,05/16/06,Company-Specific-Equal Ownership Rights for Shareholders,8,28804,766421.0,/Archives/edgar/data/766421/000095012405002645/v07125dedef14a.htm
2674,"Alaska Air Group, Inc.",ALK,395754,06/12/07,Separate Chairman and CEO Positions,4,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,395754,06/12/07,Provide for Cumulative Voting,3,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,395754,06/12/07,Amend Bylaws/Governance Documents -- Call Special Meetings,5,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,395754,06/12/07,Submit Shareholder Rights Plan (Poison Pill) to Shareholder Vote,6,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,395754,06/12/07,Reimbursement For Short-Slate Proxy Contests,2,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,444709,05/20/08,Provide for Cumulative Voting,4,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,444709,05/20/08,Submit Shareholder Rights Plan (Poison Pill) to Shareholder Vote,3,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,444709,05/20/08,Advisory Vote to Ratify Named Executive Officers' Compensation,5,28804,766421.0,
2674,"Alaska Air Group, Inc.",ALK,501912,05/19/09,Amend Articles/Bylaws/Charter -- Call Special Meetings,4,28804,766421.0,/Archives/edgar/data/766421/000119312509066449/ddef14a.htm
2674,"Alaska Air Group, Inc.",ALK,567537,05/18/10,Provide Right to Act by Written Consent,13,28804,766421.0,/Archives/edgar/data/766421/000119312510074427/ddef14a.htm
2674,"Alaska Air Group, Inc.",ALK,709408,05/15/12,Stock Retention,13,28804,766421.0,/Archives/edgar/data/766421/000119312512149487/d308084ddef14a.htm
2674,"Alaska Air Group, Inc.",ALK,789922,05/21/13,Pro-rata Vesting of Equity Awards,4,28804,766421.0,/Archives/edgar/data/766421/000076642113000022/alkdef14a123112.htm
3637,"Allergan, Inc.",AGN,243433,04/28/04,Separate Chairman and CEO Positions,4,75646,850693.0,/Archives/edgar/data/850693/000089256904000348/a97324def14a.htm
3637,"Allergan, Inc.",AGN,243433,04/28/04,Expense Stock Options,3,75646,850693.0,/Archives/edgar/data/850693/000089256904000348/a97324def14a.htm
3637,"Allergan, Inc.",AGN,439674,05/06/08,Pay For Superior Performance,4,75646,850693.0,/Archives/edgar/data/850693/000089256908000367/a39015ddef14a.htm
3637,"Allergan, Inc.",AGN,701913,05/01/12,Amend Articles/Bylaws/Charter -- Call Special Meetings,13,75646,850693.0,/Archives/edgar/data/850693/000119312512117110/d308954ddef14a.htm
3637,"Allergan, Inc.",AGN,778666,04/30/13,Provide Right to Act by Written Consent,5.1,75646,850693.0,/Archives/edgar/data/850693/000119312513098497/d489296ddef14a.htm
3892,"Allied Waste Industries, Inc.",AW,208515,05/21/03,Expense Stock Options,3,76887,848865.0,/Archives/edgar/data/848865/000095015303002181/p68191dedef14a.htm
3892,"Allied Waste Industries, Inc.",AW,208515,05/21/03,Performance- Based/Indexed Options,4,76887,848865.0,/Archives/edgar/data/848865/000095015303002181/p68191dedef14a.htm
3892,"Allied Waste Industries, Inc.",AW,251036,05/21/04,Expense Stock Options,3,76887,848865.0,/Archives/edgar/data/848865/000095015304000832/p69021def14a.htm
3892,"Allied Waste Industries, Inc.",AW,342960,05/25/06,Require a Majority Vote for the Election of Directors,5,76887,848865.0,/Archives/edgar/data/848865/000095015306001022/p72176def14a.htm
3892,"Allied Waste Industries, Inc.",AW,342960,05/25/06,Submit Severance Agreement (Change in Control) to shareholder Vote,6,76887,848865.0,/Archives/edgar/data/848865/000095015306001022/p72176def14a.htm
3892,"Allied Waste Industries, Inc.",AW,389871,05/17/07,Require a Majority Vote for the Election of Directors,3,76887,848865.0,/Archives/edgar/data/848865/000095015307000756/p73680def14a.htm
3914,"The Hanover Insurance Group, Inc.",THG,207093,05/13/03,Expense Stock Options,3,82292,944695.0,/Archives/edgar/data/944695/000092701603001704/ddef14a.htm
3967,The Allstate Corporation,ALL,207213,05/20/03,Provide for Cumulative Voting,3,79323,899051.0,/Archives/edgar/data/899051/000104746903010772/a2106347zdef14a.htm
3967,The Allstate Corporation,ALL,207213,05/20/03,Submit Shareholder Rights Plan (Poison Pill) to Shareholder Vote,4,79323,899051.0,/Archives/edgar/data/899051/000104746903010772/a2106347zdef14a.htm
3967,The Allstate Corporation,ALL,246831,05/18/04,Provide for Cumulative Voting,5,79323,899051.0,/Archives/edgar/data/899051/000104746904009505/a2130794zdef14a.htm
3967,The Allstate Corporation,ALL,288160,05/17/05,Provide for Cumulative Voting,3,79323,899051.0,/Archives/edgar/data/899051/000104746905007838/a2153854zdef14a.htm
3967,The Allstate Corporation,ALL,335805,05/16/06,Require a Majority Vote for the Election of Directors,5,79323,899051.0,/Archives/edgar/data/899051/000104746906004052/a2167898zdef14a.htm
3967,The Allstate Corporation,ALL,335805,05/16/06,Adopt Simple Majority Vote,6,79323,899051.0,/Archives/edgar/data/899051/000104746906004052/a2167898zdef14a.htm
3967,The Allstate Corporation,ALL,442006,05/20/08,Provide for Cumulative Voting,13,79323,899051.0,/Archives/edgar/data/899051/000104746908004006/a2183849zdef14a.htm
3967,The Allstate Corporation,ALL,442006,05/20/08,Amend Articles/Bylaws/Charter -- Call Special Meetings,14,79323,899051.0,/Archives/edgar/data/899051/000104746908004006/a2183849zdef14a.htm
3967,The Allstate Corporation,ALL,442006,05/20/08,Advisory Vote to Ratify Named Executive Officers' Compensation,15,79323,899051.0,/Archives/edgar/data/899051/000104746908004006/a2183849zdef14a.htm
3967,The Allstate Corporation,ALL,502627,05/19/09,Amend Articles/Bylaws/Charter -- Call Special Meetings,5,79323,899051.0,/Archives/edgar/data/899051/000104746909003655/a2191654zdef14a.htm
3967,The Allstate Corporation,ALL,502627,05/19/09,Advisory Vote to Ratify Named Executive Officers' Compensation,6,79323,899051.0,/Archives/edgar/data/899051/000104746909003655/a2191654zdef14a.htm
3967,The Allstate Corporation,ALL,568568,05/18/10,Amend Bylaws -- Call Special Meetings,3,79323,899051.0,/Archives/edgar/data/899051/000104746910003172/a2197011zdef14a.htm
3967,The Allstate Corporation,ALL,568568,05/18/10,Provide Right to Act by Written Consent,4,79323,899051.0,/Archives/edgar/data/899051/000104746910003172/a2197011zdef14a.htm
3967,The Allstate Corporation,ALL,568568,05/18/10,Advisory Vote to Ratify Named Executive Officers' Compensation,5,79323,899051.0,/Archives/edgar/data/899051/000104746910003172/a2197011zdef14a.htm
3967,The Allstate Corporation,ALL,634999,05/17/11,Provide Right to Act by Written Consent,17,79323,899051.0,/Archives/edgar/data/899051/000104746911003100/a2202610zdef14a.htm
3967,The Allstate Corporation,ALL,792399,05/21/13,Stock Retention/Holding Period,5,79323,899051.0,/Archives/edgar/data/899051/000104746913004190/a2213806zdef14a.htm
4264,Altera Corporation,ALTR,291940,05/10/05,Require a Majority Vote for the Election of Directors,7,75577,768251.0,/Archives/edgar/data/768251/000119312505071963/ddef14a.htm
4264,Altera Corporation,ALTR,291940,05/10/05,Expense Stock Options,6,75577,768251.0,/Archives/edgar/data/768251/000119312505071963/ddef14a.htm
4264,Altera Corporation,ALTR,564110,05/06/10,Reduce Supermajority Vote Requirement,12,75577,768251.0,/Archives/edgar/data/768251/000095012310027255/c97801def14a.htm
4525,"Amazon.com, Inc.",AMZN,208375,05/28/03,Performance-Based/Indexed Options,2,84788,1018724.0,/Archives/edgar/data/1018724/000089102003001183/v89036dedef14a.htm
4525,"Amazon.com, Inc.",AMZN,249325,05/25/04,Limit Executive Compensation,3,84788,1018724.0,/Archives/edgar/data/1018724/000119312504060710/ddef14a.htm
4525,"Amazon.com, Inc.",AMZN,292302,05/17/05,Require a Majority Vote for the Election of Directors,3,84788,1018724.0,/Archives/edgar/data/1018724/000119312505070428/ddef14a.htm
4525,"Amazon.com, Inc.",AMZN,643719,06/07/11,Amend Bylaws-- Call Special Meetings,12,84788,1018724.0,/Archives/edgar/data/1018724/000119312511110211/ddef14a.htm
4634,Hess Corporation,HES,244848,05/05/04,Establish Other Board Committee,4,28484,4447.0,/Archives/edgar/data/4447/000095012304003822/y93218def14a.htm
4634,Hess Corporation,HES,385230,05/02/07,Declassify the Board of Directors,3,28484,4447.0,/Archives/edgar/data/4447/000095012307004498/y29034def14a.htm
4634,Hess Corporation,HES,704046,05/02/12,Declassify the Board of Directors,9,28484,4447.0,/Archives/edgar/data/4447/000119312512128993/d297861ddef14a.htm
4641,AMERCO,UHAL,409008,08/20/07,"Approve the Actions Taken by Board of Directors, Officers and Employees Entering into all Resulting Contracts with S.A.C.",3,81073,4457.0,/Archives/edgar/data/4457/000000445707000015/amercoproxy2007.htm
4641,AMERCO,UHAL,526528,08/27/09,Approve Decision and Actions Taken by the Board,3,81073,4457.0,/Archives/edgar/data/4457/000000445709000011/amercoproxy2009.htm
4641,AMERCO,UHAL,526528,08/27/09,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,4,81073,4457.0,/Archives/edgar/data/4457/000000445709000011/amercoproxy2009.htm
4641,AMERCO,UHAL,593445,08/26/10,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,3,81073,4457.0,/Archives/edgar/data/4457/000000445710000029/amercoproxy2010.htm
4641,AMERCO,UHAL,662369,08/25/11,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,5,81073,4457.0,/Archives/edgar/data/4457/000000445711000067/amercoproxy2011.htm
4641,AMERCO,UHAL,738815,08/30/12,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board and Executive Officers,4,81073,4457.0,/Archives/edgar/data/4457/000000445712000029/amercoproxy2012.htm
4641,AMERCO,UHAL,819757,08/29/13,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,8,81073,4457.0,/Archives/edgar/data/4457/000000445713000030/finalproxy.htm
4650,Ameren Corporation,AEE,285942,04/26/05,Require Independent Director To Serve As Chairman Of The Board,4,24985,1002910.0,/Archives/edgar/data/1002910/000119312505050922/ddef14a.htm
4749,"AMCORE Financial, Inc.",AMFI,440783,05/06/08,Declassify the Board of Directors,2,10304,714756.0,/Archives/edgar/data/714756/000119312508058809/ddef14a.htm
5133,"American Electric Power Company, Inc.",AEP,199709,04/23/03,Performance-Based/Indexed Options,2,24109,4904.0,/Archives/edgar/data/4904/000095010903001567/ddef14a.htm
5133,"American Electric Power Company, Inc.",AEP,242575,04/27/04,Establish Term Limits for Directors,6,24109,4904.0,/Archives/edgar/data/4904/000119312504043943/ddef14a.htm
5133,"American Electric Power Company, Inc.",AEP,242575,04/27/04,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,3,24109,4904.0,/Archives/edgar/data/4904/000119312504043943/ddef14a.htm
